player_faction,player_subfaction,opponent_faction,opponent_subfaction,result,points,rounds,ruleset,players
w_chaos,grand_army,wood_elves,grand_army,0.0,2000,3,v1.1,12
tomb_kings,grand_army,high_elves,grand_army,1.0,2000,3,v1.1,12
bretonnia,exiles,dwarves,grand_army,0.0,2000,3,v1.1,12
ogres,grand_army,dwarves,grand_army,1.0,2000,3,v1.1,12
wood_elves,grand_army,tomb_kings,grand_army,1.0,2000,3,v1.1,12
w_chaos,grand_army,tomb_kings,grand_army,0.0,2000,3,v1.1,12
dwarves,grand_army,w_chaos,grand_army,1.0,2000,3,v1.1,12
wood_elves,grand_army,tomb_kings,grand_army,0.0,2000,3,v1.1,12
ogres,grand_army,high_elves,grand_army,0.0,2000,3,v1.1,12
bretonnia,grand_army,vampire_counts,grand_army,0.0,1999,3,v1.1,6
bretonnia,errantry_crusade,o_and_g,grand_army,1.0,1999,3,v1.1,6
wood_elves,grand_army,o_and_g,grand_army,0.0,1999,3,v1.1,6
bretonnia,grand_army,wood_elves,grand_army,0.0,1999,3,v1.1,6
bretonnia,errantry_crusade,o_and_g,grand_army,1.0,1999,3,v1.1,6
vampire_counts,grand_army,dwarves,grand_army,1.0,1999,3,v1.1,6
o_and_g,grand_army,bretonnia,grand_army,1.0,1999,3,v1.1,6
o_and_g,grand_army,dwarves,grand_army,1.0,1999,3,v1.1,6
bretonnia,errantry_crusade,vampire_counts,grand_army,1.0,1999,3,v1.1,6
empire,grand_army,o_and_g,grand_army,0.0,1250,3,v1.1,14
empire,grand_army,vampire_counts,grand_army,0.0,1250,3,v1.1,14
empire,grand_army,high_elves,grand_army,0.5,1250,3,v1.1,14
bretonnia,grand_army,tomb_kings,grand_army,0.0,1250,3,v1.1,14
empire,grand_army,bretonnia,grand_army,1.0,1250,3,v1.1,14
vampire_counts,grand_army,tomb_kings,grand_army,0.0,1250,3,v1.1,14
dwarves,grand_army,w_chaos,grand_army,0.0,1250,3,v1.1,14
o_and_g,grand_army,dwarves,grand_army,0.0,1250,3,v1.1,14
high_elves,grand_army,dwarves,grand_army,1.0,1250,3,v1.1,14
empire,grand_army,bretonnia,grand_army,1.0,1250,3,v1.1,14
tomb_kings,grand_army,w_chaos,grand_army,1.0,1250,3,v1.1,14
bretonnia,grand_army,chaos_dwarves,grand_army,1.0,1250,3,v1.1,22
tomb_kings,grand_army,w_chaos,grand_army,1.0,1250,3,v1.1,22
dwarves,grand_army,o_and_g,grand_army,1.0,1250,3,v1.1,22
beastmen,grand_army,chaos_dwarves,grand_army,1.0,1250,3,v1.1,22
beastmen,grand_army,empire,grand_army,1.0,1250,3,v1.1,22
ogres,grand_army,o_and_g,grand_army,1.0,1250,3,v1.1,22
skaven,grand_army,tomb_kings,royal_host,0.0,1250,3,v1.1,22
o_and_g,grand_army,lizardmen,grand_army,0.0,1250,3,v1.1,22
tomb_kings,grand_army,vampire_counts,grand_army,1.0,1250,3,v1.1,22
o_and_g,grand_army,ogres,grand_army,0.5,1250,3,v1.1,22
skaven,grand_army,o_and_g,grand_army,1.0,1250,3,v1.1,22
vampire_counts,grand_army,o_and_g,grand_army,0.0,1250,3,v1.1,22
beastmen,grand_army,ogres,grand_army,1.0,1250,3,v1.1,22
w_chaos,grand_army,o_and_g,grand_army,0.5,1250,3,v1.1,22
ogres,grand_army,w_chaos,grand_army,0.5,1250,3,v1.1,22
chaos_dwarves,grand_army,empire,grand_army,1.0,1250,3,v1.1,22
tomb_kings,grand_army,dwarves,grand_army,0.0,1250,3,v1.1,22
tomb_kings,grand_army,beastmen,grand_army,1.0,1250,3,v1.1,22
tomb_kings,royal_host,lizardmen,grand_army,0.0,1250,3,v1.1,22
o_and_g,grand_army,w_chaos,grand_army,0.0,1250,3,v1.1,22
o_and_g,grand_army,vampire_counts,grand_army,0.0,1250,3,v1.1,22
o_and_g,grand_army,empire,grand_army,0.0,1250,3,v1.1,22
w_chaos,grand_army,o_and_g,grand_army,1.0,1250,3,v1.1,22
tomb_kings,grand_army,ogres,grand_army,0.5,1250,3,v1.1,22
ogres,grand_army,beastmen,grand_army,0.0,1250,3,v1.1,22
chaos_dwarves,grand_army,skaven,grand_army,1.0,1250,3,v1.1,22
lizardmen,grand_army,bretonnia,grand_army,1.0,1250,3,v1.1,22
beastmen,grand_army,tomb_kings,grand_army,0.0,1250,3,v1.1,22
dwarves,grand_army,o_and_g,grand_army,1.0,1250,3,v1.1,22
bretonnia,grand_army,beastmen,grand_army,0.0,1500,3,v1.1,16
empire,grand_army,vampire_counts,grand_army,1.0,1500,3,v1.1,16
o_and_g,grand_army,bretonnia,grand_army,0.0,1500,3,v1.1,16
o_and_g,grand_army,w_chaos,grand_army,0.0,1500,3,v1.1,16
o_and_g,grand_army,vampire_counts,grand_army,1.0,1500,3,v1.1,16
o_and_g,grand_army,bretonnia,grand_army,1.0,1500,3,v1.1,16
beastmen,grand_army,ogres,grand_army,0.0,1500,3,v1.1,16
bretonnia,grand_army,w_chaos,grand_army,1.0,1500,3,v1.1,16
ogres,grand_army,o_and_g,grand_army,0.0,1500,3,v1.1,16
o_and_g,grand_army,bretonnia,grand_army,0.0,1500,3,v1.1,16
vampire_counts,grand_army,tomb_kings,grand_army,0.0,1500,3,v1.1,16
o_and_g,grand_army,empire,grand_army,1.0,1500,3,v1.1,16
o_and_g,grand_army,beastmen,grand_army,0.0,1500,3,v1.1,16
bretonnia,grand_army,vampire_counts,grand_army,1.0,1500,3,v1.1,16
tomb_kings,grand_army,beastmen,grand_army,0.0,1500,3,v1.1,16
ogres,grand_army,empire,grand_army,0.0,1500,3,v1.1,16
beastmen,grand_army,tomb_kings,grand_army,1.0,1500,3,v1.1,16
bretonnia,grand_army,o_and_g,grand_army,1.0,1500,3,v1.1,16
w_chaos,grand_army,bretonnia,grand_army,0.0,1500,3,v1.1,16
beastmen,grand_army,o_and_g,grand_army,1.0,1500,3,v1.1,16
bretonnia,grand_army,tomb_kings,grand_army,0.0,1500,3,v1.1,16
w_chaos,grand_army,vampire_counts,grand_army,1.0,1000,3,v1.1,12
dwarves,grand_army,d_chaos,grand_army,1.0,1000,3,v1.1,12
lizardmen,grand_army,tomb_kings,grand_army,1.0,1000,3,v1.1,12
high_elves,grand_army,bretonnia,exiles,0.0,1000,3,v1.1,12
vampire_counts,grand_army,high_elves,grand_army,1.0,1000,3,v1.1,12
tomb_kings,grand_army,bretonnia,grand_army,1.0,1000,3,v1.1,12
w_chaos,grand_army,bretonnia,exiles,0.0,1000,3,v1.1,12
dwarves,grand_army,bretonnia,grand_army,1.0,1000,3,v1.1,12
d_chaos,grand_army,dwarves,grand_army,1.0,1000,3,v1.1,12
w_chaos,grand_army,lizardmen,grand_army,1.0,1000,3,v1.1,12
bretonnia,grand_army,vampire_counts,grand_army,0.0,1000,3,v1.1,12
d_chaos,grand_army,dwarves,grand_army,1.0,1000,3,v1.1,12
dwarves,grand_army,high_elves,grand_army,0.0,1000,3,v1.1,12
bretonnia,exiles,dwarves,grand_army,0.0,1000,3,v1.1,12
o_and_g,grand_army,w_chaos,grand_army,0.0,1500,3,v1.1,6
wood_elves,grand_army,vampire_counts,grand_army,1.0,1500,3,v1.1,6
o_and_g,grand_army,vampire_counts,grand_army,0.0,1500,3,v1.1,6
w_chaos,grand_army,wood_elves,grand_army,0.0,1500,3,v1.1,6
w_chaos,grand_army,vampire_counts,grand_army,0.0,1500,3,v1.1,6
w_chaos,grand_army,high_elves,grand_army,0.0,2000,3,v1.1,8
w_chaos,grand_army,empire,grand_army,0.0,2000,3,v1.1,8
w_chaos,grand_army,empire,grand_army,1.0,2000,3,v1.1,10
o_and_g,grand_army,w_chaos,grand_army,1.0,2000,3,v1.1,10
high_elves,grand_army,empire,grand_army,1.0,2000,3,v1.1,10
tomb_kings,grand_army,empire,grand_army,1.0,2000,3,v1.1,10
bretonnia,grand_army,chaos_dwarves,grand_army,1.0,2000,3,v1.1,10
bretonnia,grand_army,o_and_g,grand_army,0.0,2000,3,v1.1,10
w_chaos,grand_army,empire,grand_army,1.0,2000,3,v1.1,10
high_elves,grand_army,tomb_kings,grand_army,1.0,2000,3,v1.1,10
chaos_dwarves,grand_army,w_chaos,grand_army,0.0,2000,3,v1.1,10
high_elves,grand_army,bretonnia,grand_army,0.0,2000,3,v1.1,10
w_chaos,grand_army,o_and_g,grand_army,1.0,2000,3,v1.1,10
w_chaos,grand_army,empire,grand_army,1.0,2000,3,v1.1,10
tomb_kings,grand_army,empire,grand_army,1.0,2000,3,v1.1,10
chaos_dwarves,grand_army,empire,grand_army,0.0,2000,3,v1.1,10
d_chaos,grand_army,wood_elves,grand_army,0.0,1500,3,v1.1,12
tomb_kings,grand_army,dwarves,grand_army,1.0,1500,3,v1.1,12
w_chaos,grand_army,wood_elves,grand_army,0.0,1500,3,v1.1,12
high_elves,grand_army,bretonnia,grand_army,0.0,1500,3,v1.1,12
o_and_g,grand_army,w_chaos,grand_army,1.0,1500,3,v1.1,12
high_elves,grand_army,beastmen,grand_army,0.0,1500,3,v1.1,12
w_chaos,grand_army,high_elves,grand_army,1.0,1500,3,v1.1,12
bretonnia,grand_army,wood_elves,grand_army,1.0,1500,3,v1.1,12
o_and_g,grand_army,tomb_kings,grand_army,1.0,1500,3,v1.1,12
wood_elves,grand_army,beastmen,grand_army,0.0,1500,3,v1.1,12
w_chaos,grand_army,high_elves,grand_army,1.0,1500,3,v1.1,12
dwarves,grand_army,d_chaos,grand_army,1.0,1500,3,v1.1,12
d_chaos,grand_army,high_elves,grand_army,1.0,1500,3,v1.1,12
tomb_kings,grand_army,high_elves,grand_army,1.0,1500,3,v1.1,12
w_chaos,grand_army,wood_elves,grand_army,1.0,1500,3,v1.1,12
wood_elves,grand_army,dwarves,grand_army,1.0,1500,3,v1.1,12
bretonnia,grand_army,beastmen,grand_army,1.0,1500,3,v1.1,12
o_and_g,grand_army,w_chaos,grand_army,1.0,1500,3,v1.1,12
wood_elves,grand_army,beastmen,grand_army,1.0,1500,3,v1.1,10
tomb_kings,grand_army,bretonnia,grand_army,1.0,1500,3,v1.1,10
empire,grand_army,wood_elves,grand_army,1.0,1500,3,v1.1,10
wood_elves,grand_army,high_elves,grand_army,1.0,1500,3,v1.1,10
tomb_kings,grand_army,empire,grand_army,1.0,1500,3,v1.1,10
vampire_counts,grand_army,wood_elves,grand_army,1.0,1500,3,v1.1,10
beastmen,grand_army,high_elves,grand_army,0.0,1500,3,v1.1,10
wood_elves,grand_army,bretonnia,grand_army,1.0,1500,3,v1.1,10
vampire_counts,grand_army,empire,grand_army,1.0,1500,3,v1.1,10
tomb_kings,grand_army,wood_elves,grand_army,0.0,1500,3,v1.1,10
beastmen,grand_army,wood_elves,grand_army,0.0,1500,3,v1.1,10
high_elves,grand_army,wood_elves,grand_army,1.0,1500,3,v1.1,10
bretonnia,errantry_crusade,w_chaos,grand_army,1.0,1000,3,v1.1,10
dwarves,grand_army,high_elves,grand_army,0.0,1000,3,v1.1,10
bretonnia,grand_army,tomb_kings,grand_army,0.0,1000,3,v1.1,10
tomb_kings,grand_army,bretonnia,errantry_crusade,0.0,1000,3,v1.1,10
tomb_kings,grand_army,bretonnia,grand_army,0.0,1000,3,v1.1,10
w_chaos,grand_army,dwarves,grand_army,0.0,1000,3,v1.1,10
o_and_g,grand_army,bretonnia,errantry_crusade,0.0,1000,3,v1.1,10
high_elves,grand_army,o_and_g,grand_army,1.0,1000,3,v1.1,10
bretonnia,errantry_crusade,tomb_kings,grand_army,0.0,1000,3,v1.1,10
high_elves,grand_army,bretonnia,grand_army,1.0,1000,3,v1.1,10
dwarves,grand_army,bretonnia,errantry_crusade,0.0,1000,3,v1.1,10
o_and_g,grand_army,w_chaos,grand_army,1.0,1000,3,v1.1,10
o_and_g,grand_army,tomb_kings,grand_army,1.0,1000,3,v1.1,10
tomb_kings,grand_army,bretonnia,errantry_crusade,0.0,1000,3,v1.1,10
o_and_g,grand_army,vampire_counts,grand_army,0.0,2000,1,v1.1,16
dwarves,grand_army,high_elves,grand_army,0.0,2000,1,v1.1,16
w_chaos,grand_army,bretonnia,grand_army,0.0,2000,3,v1.1,8
tomb_kings,grand_army,ogres,grand_army,1.0,2000,3,v1.1,8
o_and_g,grand_army,high_elves,grand_army,1.0,2000,3,v1.1,8
w_chaos,grand_army,bretonnia,grand_army,1.0,2000,3,v1.1,8
tomb_kings,grand_army,w_chaos,grand_army,1.0,2000,3,v1.1,8
o_and_g,grand_army,ogres,grand_army,1.0,2000,3,v1.1,8
high_elves,grand_army,w_chaos,grand_army,1.0,2000,3,v1.1,8
ogres,grand_army,w_chaos,grand_army,0.0,2000,3,v1.1,8
bretonnia,grand_army,w_chaos,grand_army,1.0,2000,3,v1.1,8
high_elves,grand_army,tomb_kings,grand_army,1.0,2000,3,v1.1,8
bretonnia,grand_army,o_and_g,grand_army,0.0,2000,3,v1.1,8
dark_elves,grand_army,o_and_g,grand_army,1.0,2000,3,v1.1,8
ogres,grand_army,tomb_kings,mortuary_cult,0.0,2000,3,v1.1,8
high_elves,grand_army,dark_elves,grand_army,0.0,2000,3,v1.1,8
ogres,grand_army,high_elves,grand_army,1.0,2000,3,v1.1,8
wood_elves,grand_army,o_and_g,grand_army,1.0,1500,3,v1.1,12
dwarves,grand_army,o_and_g,grand_army,1.0,1500,3,v1.1,12
ogres,grand_army,beastmen,grand_army,1.0,1500,3,v1.1,10
wood_elves,grand_army,dark_elves,grand_army,0.5,1500,3,v1.1,10
dark_elves,grand_army,empire,grand_army,0.0,1500,3,v1.1,10
dwarves,grand_army,ogres,grand_army,0.5,1500,3,v1.1,10
dark_elves,grand_army,high_elves,grand_army,0.5,1500,3,v1.1,10
beastmen,grand_army,high_elves,grand_army,0.0,1500,3,v1.1,10
ogres,grand_army,dark_elves,grand_army,1.0,1500,3,v1.1,10
empire,grand_army,ogres,grand_army,1.0,1500,3,v1.1,10
high_elves,grand_army,dwarves,grand_army,1.0,1500,3,v1.1,10
empire,grand_army,wood_elves,grand_army,1.0,1500,3,v1.1,10
dwarves,grand_army,dark_elves,grand_army,0.0,1500,3,v1.1,10
ogres,grand_army,dark_elves,grand_army,1.0,1500,3,v1.1,10
high_elves,grand_army,beastmen,grand_army,1.0,1500,3,v1.1,10
ogres,grand_army,high_elves,grand_army,0.5,1500,3,v1.1,10
tomb_kings,grand_army,dwarves,grand_army,1.0,2000,3,v1.1,28
vampire_counts,grand_army,empire,grand_army,0.0,2000,3,v1.1,28
wood_elves,grand_army,w_chaos,grand_army,0.0,2000,3,v1.1,28
bretonnia,grand_army,high_elves,grand_army,1.0,2000,3,v1.1,28
wood_elves,grand_army,o_and_g,grand_army,1.0,2000,3,v1.1,28
bretonnia,grand_army,empire,grand_army,1.0,2000,3,v1.1,28
w_chaos,grand_army,skaven,grand_army,0.5,2000,3,v1.1,28
d_chaos,grand_army,high_elves,grand_army,1.0,2000,3,v1.1,28
dark_elves,grand_army,o_and_g,grand_army,1.0,2000,3,v1.1,28
dark_elves,grand_army,lizardmen,grand_army,0.0,2000,3,v1.1,28
vampire_counts,grand_army,empire,grand_army,1.0,2000,3,v1.1,28
w_chaos,grand_army,empire,grand_army,1.0,2000,3,v1.1,28
high_elves,grand_army,empire,grand_army,1.0,2000,3,v1.1,28
high_elves,grand_army,o_and_g,grand_army,0.0,2000,3,v1.1,28
high_elves,grand_army,skaven,grand_army,1.0,2000,3,v1.1,28
w_chaos,grand_army,empire,grand_army,1.0,2000,3,v1.1,28
vampire_counts,grand_army,wood_elves,grand_army,0.0,2000,3,v1.1,28
dwarves,grand_army,high_elves,grand_army,0.0,2000,3,v1.1,28
dark_elves,grand_army,empire,grand_army,1.0,2000,3,v1.1,28
o_and_g,grand_army,wood_elves,grand_army,1.0,2000,3,v1.1,28
dark_elves,grand_army,wood_elves,grand_army,0.0,2000,3,v1.1,28
lizardmen,grand_army,tomb_kings,grand_army,1.0,2000,3,v1.1,28
vampire_counts,grand_army,empire,grand_army,0.5,2000,3,v1.1,28
wood_elves,grand_army,bretonnia,grand_army,0.0,2000,3,v1.1,28
d_chaos,grand_army,bretonnia,grand_army,0.0,2000,3,v1.1,28
d_chaos,grand_army,o_and_g,grand_army,1.0,2000,3,v1.1,28
skaven,grand_army,ogres,grand_army,0.5,2000,3,v1.1,28
dark_elves,grand_army,w_chaos,grand_army,1.0,2000,3,v1.1,28
vampire_counts,grand_army,w_chaos,grand_army,0.0,2000,3,v1.1,28
dark_elves,grand_army,empire,grand_army,0.0,2000,3,v1.1,28
high_elves,grand_army,empire,grand_army,1.0,2000,3,v1.1,28
high_elves,grand_army,wood_elves,grand_army,0.0,2000,3,v1.1,28
high_elves,grand_army,tomb_kings,grand_army,0.0,2000,3,v1.1,28
vampire_counts,grand_army,dwarves,grand_army,1.0,2000,3,v1.1,28
wood_elves,grand_army,o_and_g,grand_army,1.0,2000,3,v1.1,28
bretonnia,grand_army,lizardmen,grand_army,0.0,2000,3,v1.1,28
w_chaos,grand_army,bretonnia,grand_army,1.0,2000,3,v1.1,28
empire,grand_army,wood_elves,grand_army,0.0,2000,3,v1.1,28
bretonnia,grand_army,o_and_g,grand_army,0.5,2000,5,v1.1,34
wood_elves,grand_army,bretonnia,grand_army,0.0,2000,5,v1.1,34
dwarves,grand_army,skaven,grand_army,1.0,2000,5,v1.1,34
beastmen,grand_army,high_elves,grand_army,0.0,2000,5,v1.1,34
chaos_dwarves,grand_army,tomb_kings,grand_army,0.0,2000,5,v1.1,34
beastmen,grand_army,w_chaos,grand_army,1.0,2000,5,v1.1,34
bretonnia,grand_army,chaos_dwarves,grand_army,1.0,2000,5,v1.1,34
wood_elves,grand_army,bretonnia,grand_army,1.0,2000,5,v1.1,34
o_and_g,grand_army,dwarves,grand_army,1.0,2000,5,v1.1,34
o_and_g,grand_army,w_chaos,grand_army,0.5,2000,5,v1.1,34
ogres,grand_army,dwarves,grand_army,1.0,2000,5,v1.1,34
bretonnia,grand_army,d_chaos,grand_army,1.0,2000,5,v1.1,34
d_chaos,grand_army,wood_elves,grand_army,1.0,2000,5,v1.1,34
vampire_counts,grand_army,dark_elves,grand_army,0.0,2000,5,v1.1,34
w_chaos,grand_army,ogres,grand_army,1.0,2000,5,v1.1,34
lizardmen,grand_army,o_and_g,grand_army,0.0,2000,5,v1.1,34
bretonnia,grand_army,vampire_counts,grand_army,1.0,2000,5,v1.1,34
wood_elves,grand_army,skaven,grand_army,1.0,2000,5,v1.1,34
d_chaos,grand_army,ogres,grand_army,1.0,2000,5,v1.1,34
bretonnia,grand_army,beastmen,grand_army,1.0,2000,5,v1.1,34
dwarves,grand_army,wood_elves,grand_army,0.0,2000,5,v1.1,34
w_chaos,grand_army,lizardmen,grand_army,0.0,2000,5,v1.1,34
ogres,grand_army,o_and_g,grand_army,0.5,2000,5,v1.1,34
w_chaos,grand_army,chaos_dwarves,grand_army,1.0,2000,5,v1.1,34
w_chaos,grand_army,bretonnia,grand_army,0.0,2000,5,v1.1,34
o_and_g,grand_army,beastmen,grand_army,1.0,2000,5,v1.1,34
dwarves,grand_army,bretonnia,grand_army,0.0,2000,5,v1.1,34
bretonnia,grand_army,dark_elves,grand_army,1.0,2000,5,v1.1,34
o_and_g,grand_army,bretonnia,grand_army,1.0,2000,5,v1.1,34
vampire_counts,grand_army,dwarves,grand_army,0.5,2000,5,v1.1,34
wood_elves,grand_army,high_elves,grand_army,0.0,2000,5,v1.1,34
chaos_dwarves,grand_army,vampire_counts,grand_army,0.5,2000,5,v1.1,34
bretonnia,grand_army,o_and_g,grand_army,1.0,2000,5,v1.1,34
tomb_kings,grand_army,d_chaos,grand_army,1.0,2000,5,v1.1,34
chaos_dwarves,grand_army,w_chaos,grand_army,0.0,2000,5,v1.1,34
bretonnia,grand_army,tomb_kings,grand_army,0.0,2000,5,v1.1,34
bretonnia,grand_army,beastmen,grand_army,0.0,2000,5,v1.1,34
dark_elves,grand_army,lizardmen,grand_army,0.0,2000,5,v1.1,34
wood_elves,grand_army,bretonnia,grand_army,0.0,2000,5,v1.1,34
o_and_g,grand_army,high_elves,grand_army,1.0,2000,5,v1.1,34
vampire_counts,grand_army,o_and_g,grand_army,0.5,2000,5,v1.1,34
dwarves,grand_army,d_chaos,grand_army,0.0,2000,5,v1.1,34
w_chaos,grand_army,ogres,grand_army,0.5,2000,5,v1.1,34
wood_elves,grand_army,d_chaos,grand_army,1.0,2000,5,v1.1,34
w_chaos,grand_army,o_and_g,grand_army,1.0,2000,5,v1.1,34
dwarves,grand_army,skaven,grand_army,1.0,2000,5,v1.1,34
dwarves,grand_army,chaos_dwarves,grand_army,0.0,2000,5,v1.1,34
wood_elves,grand_army,vampire_counts,grand_army,1.0,2000,5,v1.1,34
beastmen,grand_army,ogres,grand_army,1.0,2000,5,v1.1,34
bretonnia,grand_army,o_and_g,grand_army,0.5,2000,5,v1.1,34
skaven,grand_army,ogres,grand_army,0.0,2000,5,v1.1,34
dwarves,grand_army,chaos_dwarves,grand_army,0.0,2000,5,v1.1,34
dwarves,grand_army,vampire_counts,grand_army,1.0,2000,5,v1.1,34
high_elves,grand_army,chaos_dwarves,grand_army,0.0,2000,5,v1.1,34
d_chaos,grand_army,lizardmen,grand_army,1.0,2000,5,v1.1,34
wood_elves,grand_army,w_chaos,grand_army,1.0,2000,5,v1.1,34
o_and_g,grand_army,bretonnia,grand_army,1.0,2000,5,v1.1,34
tomb_kings,grand_army,o_and_g,grand_army,0.0,2000,5,v1.1,34
dwarves,grand_army,d_chaos,grand_army,0.0,2000,5,v1.1,34
ogres,grand_army,wood_elves,grand_army,0.0,2000,5,v1.1,34
bretonnia,grand_army,wood_elves,grand_army,1.0,2000,5,v1.1,34
w_chaos,grand_army,vampire_counts,grand_army,0.5,2000,5,v1.1,34
beastmen,grand_army,w_chaos,grand_army,1.0,2000,5,v1.1,34
w_chaos,grand_army,dark_elves,grand_army,1.0,2000,5,v1.1,34
o_and_g,grand_army,skaven,grand_army,1.0,2000,5,v1.1,34
d_chaos,grand_army,o_and_g,grand_army,1.0,2000,5,v1.1,34
ogres,grand_army,dwarves,grand_army,0.0,2000,5,v1.1,34
dwarves,grand_army,wood_elves,grand_army,1.0,2000,5,v1.1,34
lizardmen,grand_army,high_elves,grand_army,0.0,2000,5,v1.1,34
vampire_counts,grand_army,chaos_dwarves,grand_army,1.0,2000,5,v1.1,34
vampire_counts,grand_army,ogres,grand_army,1.0,2000,5,v1.1,34
bretonnia,grand_army,wood_elves,grand_army,1.0,2000,5,v1.1,34
wood_elves,grand_army,bretonnia,grand_army,1.0,2000,5,v1.1,34
beastmen,grand_army,bretonnia,grand_army,1.0,2000,5,v1.1,34
d_chaos,grand_army,w_chaos,grand_army,0.0,2000,5,v1.1,34
bretonnia,grand_army,w_chaos,grand_army,1.0,2000,5,v1.1,34
bretonnia,grand_army,chaos_dwarves,grand_army,0.0,2000,5,v1.1,34
tomb_kings,grand_army,bretonnia,grand_army,1.0,1000,5,v1.1,34
bretonnia,exiles,tomb_kings,grand_army,0.0,2000,3,v1.1,20
ogres,grand_army,vampire_counts,grand_army,0.0,2000,3,v1.1,20
high_elves,grand_army,dwarves,grand_army,0.0,2000,3,v1.1,20
w_chaos,grand_army,dwarves,grand_army,0.0,2000,3,v1.1,20
w_chaos,grand_army,o_and_g,grand_army,0.0,2000,3,v1.1,20
skaven,grand_army,vampire_counts,grand_army,0.0,2000,3,v1.1,20
skaven,grand_army,empire,grand_army,1.0,2000,3,v1.1,20
o_and_g,grand_army,vampire_counts,grand_army,1.0,2000,3,v1.1,20
w_chaos,grand_army,bretonnia,grand_army,1.0,2000,3,v1.1,20
ogres,grand_army,w_chaos,grand_army,1.0,2000,3,v1.1,20
bretonnia,grand_army,skaven,grand_army,1.0,2000,3,v1.1,20
w_chaos,grand_army,bretonnia,exiles,0.0,2000,3,v1.1,20
vampire_counts,grand_army,empire,grand_army,1.0,2000,3,v1.1,20
o_and_g,grand_army,skaven,grand_army,1.0,2000,3,v1.1,20
dwarves,grand_army,vampire_counts,grand_army,0.0,2000,3,v1.1,20
vampire_counts,grand_army,dwarves,grand_army,0.0,2000,3,v1.1,20
vampire_counts,grand_army,high_elves,grand_army,1.0,2000,3,v1.1,20
w_chaos,grand_army,vampire_counts,grand_army,0.0,2000,3,v1.1,20
o_and_g,grand_army,tomb_kings,grand_army,0.0,2000,3,v1.1,20
skaven,grand_army,empire,grand_army,1.0,2000,3,v1.1,20
vampire_counts,grand_army,tomb_kings,grand_army,0.0,2000,3,v1.1,20
bretonnia,grand_army,skaven,grand_army,0.0,2000,3,v1.1,20
ogres,grand_army,vampire_counts,grand_army,1.0,2000,3,v1.1,20
w_chaos,grand_army,vampire_counts,grand_army,1.0,2000,3,v1.1,20
o_and_g,grand_army,dwarves,grand_army,0.0,2000,3,v1.1,20
high_elves,grand_army,w_chaos,grand_army,0.0,2000,3,v1.1,20
o_and_g,grand_army,w_chaos,grand_army,0.0,2000,3,v1.1,20
bretonnia,exiles,dwarves,grand_army,1.0,2000,3,v1.1,20
tomb_kings,grand_army,w_chaos,grand_army,1.0,1000,3,v1.1,18
tomb_kings,royal_host,dark_elves,grand_army,0.5,1000,3,v1.1,18
dwarves,grand_army,empire,grand_army,0.0,1000,3,v1.1,18
dark_elves,grand_army,high_elves,grand_army,0.0,1000,3,v1.1,18
o_and_g,grand_army,tomb_kings,grand_army,0.0,1000,3,v1.1,18
w_chaos,grand_army,bretonnia,grand_army,0.0,1000,3,v1.1,18
lizardmen,grand_army,bretonnia,grand_army,1.0,1000,3,v1.1,18
w_chaos,grand_army,dark_elves,grand_army,0.5,1000,3,v1.1,18
d_chaos,grand_army,wood_elves,grand_army,1.0,1000,3,v1.1,18
dark_elves,grand_army,w_chaos,grand_army,0.5,1000,3,v1.1,18
high_elves,grand_army,empire,grand_army,0.0,1000,3,v1.1,18
tomb_kings,grand_army,d_chaos,grand_army,1.0,1000,3,v1.1,18
w_chaos,grand_army,bretonnia,grand_army,0.5,1000,3,v1.1,18
dark_elves,grand_army,wood_elves,grand_army,0.0,1000,3,v1.1,18
lizardmen,grand_army,bretonnia,grand_army,1.0,1000,3,v1.1,18
w_chaos,grand_army,o_and_g,grand_army,0.0,1000,3,v1.1,18
dwarves,grand_army,dark_elves,grand_army,1.0,1000,3,v1.1,18
lizardmen,grand_army,tomb_kings,grand_army,0.0,1000,3,v1.1,18
dwarves,grand_army,dark_elves,grand_army,0.0,1000,3,v1.1,18
high_elves,grand_army,dark_elves,grand_army,0.0,1000,3,v1.1,18
w_chaos,grand_army,dark_elves,grand_army,1.0,1000,3,v1.1,18
empire,grand_army,tomb_kings,grand_army,1.0,1000,3,v1.1,18
bretonnia,grand_army,w_chaos,grand_army,0.5,1000,3,v1.1,18
bretonnia,grand_army,wood_elves,grand_army,1.0,1000,3,v1.1,18
w_chaos,grand_army,tomb_kings,royal_host,0.0,1000,3,v1.1,18
o_and_g,grand_army,d_chaos,grand_army,1.0,1000,3,v1.1,18
dark_elves,grand_army,empire,grand_army,1.0,2000,3,v1.1,26
high_elves,grand_army,o_and_g,grand_army,1.0,2000,3,v1.1,26
tomb_kings,grand_army,bretonnia,grand_army,1.0,2000,3,v1.1,26
d_chaos,grand_army,dwarves,grand_army,1.0,2000,3,v1.1,26
o_and_g,grand_army,w_chaos,grand_army,0.0,2000,3,v1.1,26
vampire_counts,grand_army,bretonnia,errantry_crusade,0.0,2000,3,v1.1,26
high_elves,grand_army,d_chaos,grand_army,0.0,2000,3,v1.1,26
w_chaos,grand_army,lizardmen,grand_army,0.0,2000,3,v1.1,26
dwarves,grand_army,bretonnia,grand_army,0.0,2000,3,v1.1,26
tomb_kings,grand_army,bretonnia,grand_army,1.0,2000,3,v1.1,26
vampire_counts,grand_army,o_and_g,grand_army,1.0,2000,3,v1.1,26
